author,title,funding,citations,date,link
"STOTHERT, A",FEATURE-EXTRACTION FOR REAL-TIME EXPERT-SYSTEMS,,2,1994,http://dx.doi.org/10.1016/0952-1976(94)90002-7
"MACLEOD, IM",FEATURE-EXTRACTION FOR REAL-TIME EXPERT-SYSTEMS,,2,1994,http://dx.doi.org/10.1016/0952-1976(94)90002-7
"Haas, TC",Conservation Risks: When Will Rhinos be Extinct?,South African National Parks Visiting Scholar grant,12,2016,http://dx.doi.org/10.1109/TCYB.2015.2470520
"Ferreira, SM",Conservation Risks: When Will Rhinos be Extinct?,South African National Parks Visiting Scholar grant,12,2016,http://dx.doi.org/10.1109/TCYB.2015.2470520
"Buyle, R",Raising interoperability among base registries: The evolution of the Linked Base Registry for addresses in Flanders,"Flanders Information Agency, Belgium; program Flanders Radically Digital, Belgium; IMEC Ghent University, Belgium",6,2019,http://dx.doi.org/10.1016/j.websem.2018.10.003
"Vanlishout, Z",Raising interoperability among base registries: The evolution of the Linked Base Registry for addresses in Flanders,"Flanders Information Agency, Belgium; program Flanders Radically Digital, Belgium; IMEC Ghent University, Belgium",6,2019,http://dx.doi.org/10.1016/j.websem.2018.10.003
"Coetzee, S",Raising interoperability among base registries: The evolution of the Linked Base Registry for addresses in Flanders,"Flanders Information Agency, Belgium; program Flanders Radically Digital, Belgium; IMEC Ghent University, Belgium",6,2019,http://dx.doi.org/10.1016/j.websem.2018.10.003
"De Paepe, D",Raising interoperability among base registries: The evolution of the Linked Base Registry for addresses in Flanders,"Flanders Information Agency, Belgium; program Flanders Radically Digital, Belgium; IMEC Ghent University, Belgium",6,2019,http://dx.doi.org/10.1016/j.websem.2018.10.003
"Van Compernolle, M",Raising interoperability among base registries: The evolution of the Linked Base Registry for addresses in Flanders,"Flanders Information Agency, Belgium; program Flanders Radically Digital, Belgium; IMEC Ghent University, Belgium",6,2019,http://dx.doi.org/10.1016/j.websem.2018.10.003
"Thijs, G",Raising interoperability among base registries: The evolution of the Linked Base Registry for addresses in Flanders,"Flanders Information Agency, Belgium; program Flanders Radically Digital, Belgium; IMEC Ghent University, Belgium",6,2019,http://dx.doi.org/10.1016/j.websem.2018.10.003
"Van Nuffelen, B",Raising interoperability among base registries: The evolution of the Linked Base Registry for addresses in Flanders,"Flanders Information Agency, Belgium; program Flanders Radically Digital, Belgium; IMEC Ghent University, Belgium",6,2019,http://dx.doi.org/10.1016/j.websem.2018.10.003
"De Vocht, L",Raising interoperability among base registries: The evolution of the Linked Base Registry for addresses in Flanders,"Flanders Information Agency, Belgium; program Flanders Radically Digital, Belgium; IMEC Ghent University, Belgium",6,2019,http://dx.doi.org/10.1016/j.websem.2018.10.003
"Mechant, P",Raising interoperability among base registries: The evolution of the Linked Base Registry for addresses in Flanders,"Flanders Information Agency, Belgium; program Flanders Radically Digital, Belgium; IMEC Ghent University, Belgium",6,2019,http://dx.doi.org/10.1016/j.websem.2018.10.003
"De Vidts, B",Raising interoperability among base registries: The evolution of the Linked Base Registry for addresses in Flanders,"Flanders Information Agency, Belgium; program Flanders Radically Digital, Belgium; IMEC Ghent University, Belgium",6,2019,http://dx.doi.org/10.1016/j.websem.2018.10.003
"Mannens, E",Raising interoperability among base registries: The evolution of the Linked Base Registry for addresses in Flanders,"Flanders Information Agency, Belgium; program Flanders Radically Digital, Belgium; IMEC Ghent University, Belgium",6,2019,http://dx.doi.org/10.1016/j.websem.2018.10.003
"Harrison, KR",Inertia weight control strategies for particle swarm optimization,Natural Sciences and Engineering Research Council of Canada (NSERC)(Natural Sciences and Engineering Research Council of Canada (NSERC)),50,2016,http://dx.doi.org/10.1007/s11721-016-0128-z
"Engelbrecht, AP",Inertia weight control strategies for particle swarm optimization,Natural Sciences and Engineering Research Council of Canada (NSERC)(Natural Sciences and Engineering Research Council of Canada (NSERC)),50,2016,http://dx.doi.org/10.1007/s11721-016-0128-z
"Ombuki-Berman, BM",Inertia weight control strategies for particle swarm optimization,Natural Sciences and Engineering Research Council of Canada (NSERC)(Natural Sciences and Engineering Research Council of Canada (NSERC)),50,2016,http://dx.doi.org/10.1007/s11721-016-0128-z
"Wohlberg, B",A review of the fractal image coding literature,,229,1999,http://dx.doi.org/10.1109/83.806618
"de Jager, G",A review of the fractal image coding literature,,229,1999,http://dx.doi.org/10.1109/83.806618
"Iqbal, N",Bayesian compressive sensing framework for spectrum reconstruction in Rayleigh fading channels,,0,2016,http://dx.doi.org/10.3906/elk-1405-198
"Mahmood, A",Bayesian compressive sensing framework for spectrum reconstruction in Rayleigh fading channels,,0,2016,http://dx.doi.org/10.3906/elk-1405-198
"Hussain, S",Bayesian compressive sensing framework for spectrum reconstruction in Rayleigh fading channels,,0,2016,http://dx.doi.org/10.3906/elk-1405-198
"Ghafoor, A",Bayesian compressive sensing framework for spectrum reconstruction in Rayleigh fading channels,,0,2016,http://dx.doi.org/10.3906/elk-1405-198
"Fendji, JLKE",Automatic Speech Recognition Using Limited Vocabulary: A Survey,,0,2022,http://dx.doi.org/10.1080/08839514.2022.2095039
"Tala, DCM",Automatic Speech Recognition Using Limited Vocabulary: A Survey,,0,2022,http://dx.doi.org/10.1080/08839514.2022.2095039
"Yenke, BO",Automatic Speech Recognition Using Limited Vocabulary: A Survey,,0,2022,http://dx.doi.org/10.1080/08839514.2022.2095039
"Atemkeng, M",Automatic Speech Recognition Using Limited Vocabulary: A Survey,,0,2022,http://dx.doi.org/10.1080/08839514.2022.2095039
"Harrison, KR",Self-adaptive particle swarm optimization: a review and analysis of convergence,National Research Foundation (NRF) of South Africa(National Research Foundation - South Africa); Natural Sciences and Engineering Research Council of Canada (NSERC)(Natural Sciences and Engineering Research Council of Canada (NSERC)),51,2018,http://dx.doi.org/10.1007/s11721-017-0150-9
"Engelbrecht, AP",Self-adaptive particle swarm optimization: a review and analysis of convergence,National Research Foundation (NRF) of South Africa(National Research Foundation - South Africa); Natural Sciences and Engineering Research Council of Canada (NSERC)(Natural Sciences and Engineering Research Council of Canada (NSERC)),51,2018,http://dx.doi.org/10.1007/s11721-017-0150-9
"Ombuki-Berman, BM",Self-adaptive particle swarm optimization: a review and analysis of convergence,National Research Foundation (NRF) of South Africa(National Research Foundation - South Africa); Natural Sciences and Engineering Research Council of Canada (NSERC)(Natural Sciences and Engineering Research Council of Canada (NSERC)),51,2018,http://dx.doi.org/10.1007/s11721-017-0150-9
"Sha, DH",AN OPTIMIZED RECURSIVE LEARNING ALGORITHM FOR THREE-LAYER FEEDFORWARD NEURAL NETWORKS FOR MIMO NONLINEAR SYSTEM IDENTIFICATIONS,,2,2011,http://dx.doi.org/10.1080/10798587.2011.10643137
"Bajic, VB",AN OPTIMIZED RECURSIVE LEARNING ALGORITHM FOR THREE-LAYER FEEDFORWARD NEURAL NETWORKS FOR MIMO NONLINEAR SYSTEM IDENTIFICATIONS,,2,2011,http://dx.doi.org/10.1080/10798587.2011.10643137
"Meyer, T",INTRODUCTION: SPECIAL ISSUE ON KNOWLEDGE REPRESENTATION AND ONTOLOGY RESEARCH,,0,2010,http://dx.doi.org/10.1080/08839510903448593
"Orgun, MA",INTRODUCTION: SPECIAL ISSUE ON KNOWLEDGE REPRESENTATION AND ONTOLOGY RESEARCH,,0,2010,http://dx.doi.org/10.1080/08839510903448593
"Mohagheghi, S",Fully Evolvable Optimal Neurofuzzy Controller Using Adaptive Critic Designs,"National Science Foundation (NSF), USA(National Science Foundation (NSF)); Duke Power Company, Charlotte, NC",28,2008,http://dx.doi.org/10.1109/TFUZZ.2008.925910
"Venayagamoorthy, GK",Fully Evolvable Optimal Neurofuzzy Controller Using Adaptive Critic Designs,"National Science Foundation (NSF), USA(National Science Foundation (NSF)); Duke Power Company, Charlotte, NC",28,2008,http://dx.doi.org/10.1109/TFUZZ.2008.925910
"Harley, RG",Fully Evolvable Optimal Neurofuzzy Controller Using Adaptive Critic Designs,"National Science Foundation (NSF), USA(National Science Foundation (NSF)); Duke Power Company, Charlotte, NC",28,2008,http://dx.doi.org/10.1109/TFUZZ.2008.925910
"Stauffer, M",Keyword spotting in historical handwritten documents based on graph matching,Hasler Foundation Switzerland,10,2018,http://dx.doi.org/10.1016/j.patcog.2018.04.001
"Fischer, A",Keyword spotting in historical handwritten documents based on graph matching,Hasler Foundation Switzerland,10,2018,http://dx.doi.org/10.1016/j.patcog.2018.04.001
"Riesen, K",Keyword spotting in historical handwritten documents based on graph matching,Hasler Foundation Switzerland,10,2018,http://dx.doi.org/10.1016/j.patcog.2018.04.001
"Cloete, I",Fuzzy mule induction in a set covering framework,,15,2006,http://dx.doi.org/10.1109/TFUZZ.2005.861616
"van Zyl, J",Fuzzy mule induction in a set covering framework,,15,2006,http://dx.doi.org/10.1109/TFUZZ.2005.861616
"Oldewage, ET",Degrees of stochasticity in particle swarm optimization,,5,2019,http://dx.doi.org/10.1007/s11721-019-00168-9
"Engelbrecht, AP",Degrees of stochasticity in particle swarm optimization,,5,2019,http://dx.doi.org/10.1007/s11721-019-00168-9
"Cleghorn, CW",Degrees of stochasticity in particle swarm optimization,,5,2019,http://dx.doi.org/10.1007/s11721-019-00168-9
"Weber, DM",Quadratic gabor filters for object detection,,25,2001,http://dx.doi.org/10.1109/83.902287
"Casasent, DP",Quadratic gabor filters for object detection,,25,2001,http://dx.doi.org/10.1109/83.902287
"Williams, D",Visualising grouped three-way data: A common canonical variate analysis biplot,,0,2017,http://dx.doi.org/10.1016/j.chemolab.2017.06.003
"Gardner-Lubbe, S",Visualising grouped three-way data: A common canonical variate analysis biplot,,0,2017,http://dx.doi.org/10.1016/j.chemolab.2017.06.003
"Celik, T",Spatial Entropy-Based Global and Local Image Contrast Enhancement,,123,2014,http://dx.doi.org/10.1109/TIP.2014.2364537
"Rens, G",SLAP: Specification logic of actions with probability,,3,2014,http://dx.doi.org/10.1016/j.jal.2013.09.001
"Meyer, T",SLAP: Specification logic of actions with probability,,3,2014,http://dx.doi.org/10.1016/j.jal.2013.09.001
"Lakemeyer, G",SLAP: Specification logic of actions with probability,,3,2014,http://dx.doi.org/10.1016/j.jal.2013.09.001
"Rakitianskaia, AS",Training feedforward neural networks with dynamic particle swarm optimisation,,23,2012,http://dx.doi.org/10.1007/s11721-012-0071-6
"Engelbrecht, AP",Training feedforward neural networks with dynamic particle swarm optimisation,,23,2012,http://dx.doi.org/10.1007/s11721-012-0071-6
"Nnachi, AF",Transient stability analysis of VSC HVDC transmission with power injection on the DC-link,,2,2015,http://dx.doi.org/10.3906/elk-1404-214
"Munda, J",Transient stability analysis of VSC HVDC transmission with power injection on the DC-link,,2,2015,http://dx.doi.org/10.3906/elk-1404-214
"Nicolae, DV",Transient stability analysis of VSC HVDC transmission with power injection on the DC-link,,2,2015,http://dx.doi.org/10.3906/elk-1404-214
"Mpanda, AM",Transient stability analysis of VSC HVDC transmission with power injection on the DC-link,,2,2015,http://dx.doi.org/10.3906/elk-1404-214
"Ross, D","Economics, cognitive science and social cognition",,6,2008,http://dx.doi.org/10.1016/j.cogsys.2007.06.010
"Willis, AJ",A cost-effective fingerprint recognition system for use with low-quality prints and damaged fingertips,,100,2001,http://dx.doi.org/10.1016/S0031-3203(00)00003-0
"Myers, L",A cost-effective fingerprint recognition system for use with low-quality prints and damaged fingertips,,100,2001,http://dx.doi.org/10.1016/S0031-3203(00)00003-0
"Boulkaibet, I",Finite element model updating using fish school search and volitive particle swarm optimization,,31,2015,http://dx.doi.org/10.3233/ICA-150495
"Mthembu, L",Finite element model updating using fish school search and volitive particle swarm optimization,,31,2015,http://dx.doi.org/10.3233/ICA-150495
"Neto, FD",Finite element model updating using fish school search and volitive particle swarm optimization,,31,2015,http://dx.doi.org/10.3233/ICA-150495
"Marwala, T",Finite element model updating using fish school search and volitive particle swarm optimization,,31,2015,http://dx.doi.org/10.3233/ICA-150495
"Wisniewski, D",Analysis of Ontology Competency Questions and their formalizations in SPARQL-OWL,Polish National Science Center,13,2019,http://dx.doi.org/10.1016/j.websem.2019.100534
"Potoniec, J",Analysis of Ontology Competency Questions and their formalizations in SPARQL-OWL,Polish National Science Center,13,2019,http://dx.doi.org/10.1016/j.websem.2019.100534
"Lawrynowicz, A",Analysis of Ontology Competency Questions and their formalizations in SPARQL-OWL,Polish National Science Center,13,2019,http://dx.doi.org/10.1016/j.websem.2019.100534
"Keet, CM",Analysis of Ontology Competency Questions and their formalizations in SPARQL-OWL,Polish National Science Center,13,2019,http://dx.doi.org/10.1016/j.websem.2019.100534
"Jocko, P",Multi-guide particle swarm optimisation archive management strategies for dynamic optimisation problems,,0,2022,http://dx.doi.org/10.1007/s11721-022-00210-3
"Ombuki-Berman, BM",Multi-guide particle swarm optimisation archive management strategies for dynamic optimisation problems,,0,2022,http://dx.doi.org/10.1007/s11721-022-00210-3
"Engelbrecht, AP",Multi-guide particle swarm optimisation archive management strategies for dynamic optimisation problems,,0,2022,http://dx.doi.org/10.1007/s11721-022-00210-3
"De Masellis, R",Logic-based specification and verification of homogeneous dynamic multi-agent systems,Stockholm University; Swedish Research Council(Swedish Research CouncilEuropean Commission),2,2020,http://dx.doi.org/10.1007/s10458-020-09457-8
"Goranko, V",Logic-based specification and verification of homogeneous dynamic multi-agent systems,Stockholm University; Swedish Research Council(Swedish Research CouncilEuropean Commission),2,2020,http://dx.doi.org/10.1007/s10458-020-09457-8
"Ross, D",The economic and evolutionary basis of selves,,20,2006,http://dx.doi.org/10.1016/j.cogsys.2005.11.003
"Lombard, F",A new approach to determining the precision and bias of on-line gauges,,3,2003,http://dx.doi.org/10.1016/S0169-7439(03)00114-X
"Williams, D",Visualising three-way arrays,,1,2016,http://dx.doi.org/10.1016/j.chemolab.2016.08.003
"Gardner-Lubbe, S",Visualising three-way arrays,,1,2016,http://dx.doi.org/10.1016/j.chemolab.2016.08.003
"Rossouw, RF",Variable contribution identification and visualization in multivariate statistical process monitoring,,0,2020,http://dx.doi.org/10.1016/j.chemolab.2019.103894
"Coetzer, RLJ",Variable contribution identification and visualization in multivariate statistical process monitoring,,0,2020,http://dx.doi.org/10.1016/j.chemolab.2019.103894
"Le Roux, NJ",Variable contribution identification and visualization in multivariate statistical process monitoring,,0,2020,http://dx.doi.org/10.1016/j.chemolab.2019.103894
"Coetzer, R",The construction of D- and I-optimal designs for mixture experiments with linear constraints on the components,University of Cape Town; National Research Foundation (NRF) of South Africa(National Research Foundation - South Africa),14,2017,http://dx.doi.org/10.1016/j.chemolab.2017.10.007
"Haines, LM",The construction of D- and I-optimal designs for mixture experiments with linear constraints on the components,University of Cape Town; National Research Foundation (NRF) of South Africa(National Research Foundation - South Africa),14,2017,http://dx.doi.org/10.1016/j.chemolab.2017.10.007
"Coetzer, RLJ",Reference set selection with generalized orthogonal Procrustes analysis for multivariate statistical process monitoring of multiple production processes,,4,2014,http://dx.doi.org/10.1016/j.chemolab.2014.01.006
"Rossouw, RF",Reference set selection with generalized orthogonal Procrustes analysis for multivariate statistical process monitoring of multiple production processes,,4,2014,http://dx.doi.org/10.1016/j.chemolab.2014.01.006
"Le Roux, NJ",Reference set selection with generalized orthogonal Procrustes analysis for multivariate statistical process monitoring of multiple production processes,,4,2014,http://dx.doi.org/10.1016/j.chemolab.2014.01.006
"GREENACRE, MJ",CORRESPONDENCE-ANALYSIS ON A PERSONAL-COMPUTER,,3,1987,http://dx.doi.org/10.1016/0169-7439(87)80100-4
"Paul, SO",Chemometrics in South Africa and the development of the South African Chemometrics Society,,1,2009,http://dx.doi.org/10.1016/j.chemolab.2008.07.005
"Lombard, F",Statistical assessment of on-line analyzers,,4,1997,http://dx.doi.org/10.1016/S0169-7439(97)00039-7
"Robin, A",An A-Contrario Approach for Subpixel Change Detection in Satellite Imagery,Centre National d'Etudes Spatiales (CNES)(Centre National D'etudes Spatiales); EADS/ASTRIUM,55,2010,http://dx.doi.org/10.1109/TPAMI.2010.37
"Moisan, L",An A-Contrario Approach for Subpixel Change Detection in Satellite Imagery,Centre National d'Etudes Spatiales (CNES)(Centre National D'etudes Spatiales); EADS/ASTRIUM,55,2010,http://dx.doi.org/10.1109/TPAMI.2010.37
"Le Hegarat-Mascle, S",An A-Contrario Approach for Subpixel Change Detection in Satellite Imagery,Centre National d'Etudes Spatiales (CNES)(Centre National D'etudes Spatiales); EADS/ASTRIUM,55,2010,http://dx.doi.org/10.1109/TPAMI.2010.37
"Aleixandre-Tudo, JL",A chemometric approach to the evaluation of the ageing ability of red wines,Winetech South Africa,2,2020,http://dx.doi.org/10.1016/j.chemolab.2020.104067
"du Toit, W",A chemometric approach to the evaluation of the ageing ability of red wines,Winetech South Africa,2,2020,http://dx.doi.org/10.1016/j.chemolab.2020.104067
"Lehmann, J",Reasoning with Context in the Semantic Web,,8,2012,http://dx.doi.org/10.1016/j.websem.2011.12.004
"Varzinczak, IJ",Reasoning with Context in the Semantic Web,,8,2012,http://dx.doi.org/10.1016/j.websem.2011.12.004
"Bundy, A",Reasoning with Context in the Semantic Web,,8,2012,http://dx.doi.org/10.1016/j.websem.2011.12.004
"Omran, MGH",Self-adaptive differential evolution,,214,2005,
"Salman, A",Self-adaptive differential evolution,,214,2005,
"Engelbrecht, AP",Self-adaptive differential evolution,,214,2005,
"ISMAIL, MA",FUZZY C-MEANS - OPTIMALITY OF SOLUTIONS AND EFFECTIVE TERMINATION OF THE ALGORITHM,,41,1986,http://dx.doi.org/10.1016/0031-3203(86)90048-8
"SELIM, SZ",FUZZY C-MEANS - OPTIMALITY OF SOLUTIONS AND EFFECTIVE TERMINATION OF THE ALGORITHM,,41,1986,http://dx.doi.org/10.1016/0031-3203(86)90048-8
"ORLOWSKI, M",A CONVEX-HULL ALGORITHM FOR PLANAR SIMPLE POLYGONS,,3,1985,http://dx.doi.org/10.1016/0031-3203(85)90027-5
"Barjis, J",A sustainable and affordable support system for rural healthcare delivery,,36,2013,http://dx.doi.org/10.1016/j.dss.2013.06.005
"Kolfschoten, G",A sustainable and affordable support system for rural healthcare delivery,,36,2013,http://dx.doi.org/10.1016/j.dss.2013.06.005
"Maritz, J",A sustainable and affordable support system for rural healthcare delivery,,36,2013,http://dx.doi.org/10.1016/j.dss.2013.06.005
"Touboul, J",On the Dynamical Interplay of Positive and Negative Affects,,1,2017,http://dx.doi.org/10.1162/NECO_a_00942
"Romagnoni, A",On the Dynamical Interplay of Positive and Negative Affects,,1,2017,http://dx.doi.org/10.1162/NECO_a_00942
"Schwartz, R",On the Dynamical Interplay of Positive and Negative Affects,,1,2017,http://dx.doi.org/10.1162/NECO_a_00942
"Bush, PC",Synchronization of Bursting Action Potential Discharge in a Model Network of Neocortical Neurons,McDonnell-Pew Foundation; Mellon Foundation; UK MRC(UK Research & Innovation (UKRI)Medical Research Council UK (MRC)); SA MRC(UK Research & Innovation (UKRI)Medical Research Council UK (MRC)),77,1991,http://dx.doi.org/10.1162/neco.1991.3.1.19
"Douglas, RJ",Synchronization of Bursting Action Potential Discharge in a Model Network of Neocortical Neurons,McDonnell-Pew Foundation; Mellon Foundation; UK MRC(UK Research & Innovation (UKRI)Medical Research Council UK (MRC)); SA MRC(UK Research & Innovation (UKRI)Medical Research Council UK (MRC)),77,1991,http://dx.doi.org/10.1162/neco.1991.3.1.19
"Cetin, AE",Guest Editorial Special Issue on Adaptive Learning and Control for Autonomous Vehicles,,0,2021,http://dx.doi.org/10.1109/TNNLS.2021.3123833
"Wang, QG",Guest Editorial Special Issue on Adaptive Learning and Control for Autonomous Vehicles,,0,2021,http://dx.doi.org/10.1109/TNNLS.2021.3123833
"Liu, QX",Dynamic Small World Network Topology for Particle Swarm Optimization,,8,2016,http://dx.doi.org/10.1142/S0218001416600090
"van Wyk, BJ",Dynamic Small World Network Topology for Particle Swarm Optimization,,8,2016,http://dx.doi.org/10.1142/S0218001416600090
"Du, SZ",Dynamic Small World Network Topology for Particle Swarm Optimization,,8,2016,http://dx.doi.org/10.1142/S0218001416600090
"Sun, YX",Dynamic Small World Network Topology for Particle Swarm Optimization,,8,2016,http://dx.doi.org/10.1142/S0218001416600090
"Booth, R",On rational entailment for Propositional Typicality Logic,European Union's Horizon 2020 research and innovation programme under the Marie Skiodowska-Curie grant; National Research Foundation of South Africa(National Research Foundation - South Africa),2,2019,http://dx.doi.org/10.1016/j.artint.2019.103178
"Casini, G",On rational entailment for Propositional Typicality Logic,European Union's Horizon 2020 research and innovation programme under the Marie Skiodowska-Curie grant; National Research Foundation of South Africa(National Research Foundation - South Africa),2,2019,http://dx.doi.org/10.1016/j.artint.2019.103178
"Meyer, T",On rational entailment for Propositional Typicality Logic,European Union's Horizon 2020 research and innovation programme under the Marie Skiodowska-Curie grant; National Research Foundation of South Africa(National Research Foundation - South Africa),2,2019,http://dx.doi.org/10.1016/j.artint.2019.103178
"Varzinczak, I",On rational entailment for Propositional Typicality Logic,European Union's Horizon 2020 research and innovation programme under the Marie Skiodowska-Curie grant; National Research Foundation of South Africa(National Research Foundation - South Africa),2,2019,http://dx.doi.org/10.1016/j.artint.2019.103178
"Petkov, D",Mixing Multiple Criteria Decision Making with soft systems thinking techniques for decision support in complex situations,,48,2007,http://dx.doi.org/10.1016/j.dss.2006.03.006
"Petkova, O",Mixing Multiple Criteria Decision Making with soft systems thinking techniques for decision support in complex situations,,48,2007,http://dx.doi.org/10.1016/j.dss.2006.03.006
"Andrew, T",Mixing Multiple Criteria Decision Making with soft systems thinking techniques for decision support in complex situations,,48,2007,http://dx.doi.org/10.1016/j.dss.2006.03.006
"Nepal, T",Mixing Multiple Criteria Decision Making with soft systems thinking techniques for decision support in complex situations,,48,2007,http://dx.doi.org/10.1016/j.dss.2006.03.006
"Liu, DF",Integrated object-oriented framework for MCDM and DSS modelling,,19,2004,http://dx.doi.org/10.1016/j.dss.2003.09.001
"Stewart, TJ",Integrated object-oriented framework for MCDM and DSS modelling,,19,2004,http://dx.doi.org/10.1016/j.dss.2003.09.001
"Tapson, J",A First-Order Nonhomogeneous Markov Model for the Response of Spiking Neurons Stimulated by Small Phase-Continuous Signals,,11,2009,http://dx.doi.org/10.1162/neco.2009.06-07-548
"Jin, C",A First-Order Nonhomogeneous Markov Model for the Response of Spiking Neurons Stimulated by Small Phase-Continuous Signals,,11,2009,http://dx.doi.org/10.1162/neco.2009.06-07-548
"van Schaik, A",A First-Order Nonhomogeneous Markov Model for the Response of Spiking Neurons Stimulated by Small Phase-Continuous Signals,,11,2009,http://dx.doi.org/10.1162/neco.2009.06-07-548
"Etienne-Cummings, R",A First-Order Nonhomogeneous Markov Model for the Response of Spiking Neurons Stimulated by Small Phase-Continuous Signals,,11,2009,http://dx.doi.org/10.1162/neco.2009.06-07-548
"MOORE, GL","GENOPT, SOFTWARE FOR THE MODIFIED SIMPLEX OPTIMIZATION OF INDUCTIVELY COUPLED PLASMA ATOMIC EMISSION-SPECTROMETRY AND OTHER MULTIVARIATE PROCESSES",,3,1991,http://dx.doi.org/10.1016/0169-7439(91)80009-F
"BOHMER, RG","GENOPT, SOFTWARE FOR THE MODIFIED SIMPLEX OPTIMIZATION OF INDUCTIVELY COUPLED PLASMA ATOMIC EMISSION-SPECTROMETRY AND OTHER MULTIVARIATE PROCESSES",,3,1991,http://dx.doi.org/10.1016/0169-7439(91)80009-F
"Venayagamoorthy, GK",Comparison of heuristic dynamic programming and dual heuristic programming adaptive critics for neurocontrol of a turbogenerator,,176,2002,http://dx.doi.org/10.1109/TNN.2002.1000146
"Harley, RG",Comparison of heuristic dynamic programming and dual heuristic programming adaptive critics for neurocontrol of a turbogenerator,,176,2002,http://dx.doi.org/10.1109/TNN.2002.1000146
"Wunsch, DC",Comparison of heuristic dynamic programming and dual heuristic programming adaptive critics for neurocontrol of a turbogenerator,,176,2002,http://dx.doi.org/10.1109/TNN.2002.1000146
"Zhang, JH",Exponential synchronization of complex networks with continuous dynamics and Boolean mechanism,NNSF of China(National Natural Science Foundation of China (NSFC)); Gaofeng grant of Shanghai municipal education commission of China,37,2018,http://dx.doi.org/10.1016/j.neucom.2018.03.061
"Sun, JT",Exponential synchronization of complex networks with continuous dynamics and Boolean mechanism,NNSF of China(National Natural Science Foundation of China (NSFC)); Gaofeng grant of Shanghai municipal education commission of China,37,2018,http://dx.doi.org/10.1016/j.neucom.2018.03.061
"Boukthir, K",Re duce d annotation based on deep active learning for arabic text detection in natural scene images,"Taif University, Taif University, Taif, Saudi Arabia; Ministry of Higher Education and Scientific Research of Tunisia",0,2022,http://dx.doi.org/10.1016/j.patrec.2022.03.016
"Qahtani, AM",Re duce d annotation based on deep active learning for arabic text detection in natural scene images,"Taif University, Taif University, Taif, Saudi Arabia; Ministry of Higher Education and Scientific Research of Tunisia",0,2022,http://dx.doi.org/10.1016/j.patrec.2022.03.016
"Almutiry, O",Re duce d annotation based on deep active learning for arabic text detection in natural scene images,"Taif University, Taif University, Taif, Saudi Arabia; Ministry of Higher Education and Scientific Research of Tunisia",0,2022,http://dx.doi.org/10.1016/j.patrec.2022.03.016
"Dhahri, H",Re duce d annotation based on deep active learning for arabic text detection in natural scene images,"Taif University, Taif University, Taif, Saudi Arabia; Ministry of Higher Education and Scientific Research of Tunisia",0,2022,http://dx.doi.org/10.1016/j.patrec.2022.03.016
"Alimi, AM",Re duce d annotation based on deep active learning for arabic text detection in natural scene images,"Taif University, Taif University, Taif, Saudi Arabia; Ministry of Higher Education and Scientific Research of Tunisia",0,2022,http://dx.doi.org/10.1016/j.patrec.2022.03.016
"Yang, XT",Adaptive fuzzy finite-time command filtered tracking control for permanent magnet synchronous motors,National Key Research and Development Plan; Taishan Scholar Special Project Fund,37,2019,http://dx.doi.org/10.1016/j.neucom.2019.01.057
"Yu, JP",Adaptive fuzzy finite-time command filtered tracking control for permanent magnet synchronous motors,National Key Research and Development Plan; Taishan Scholar Special Project Fund,37,2019,http://dx.doi.org/10.1016/j.neucom.2019.01.057
"Wang, QG",Adaptive fuzzy finite-time command filtered tracking control for permanent magnet synchronous motors,National Key Research and Development Plan; Taishan Scholar Special Project Fund,37,2019,http://dx.doi.org/10.1016/j.neucom.2019.01.057
"Zhao, L",Adaptive fuzzy finite-time command filtered tracking control for permanent magnet synchronous motors,National Key Research and Development Plan; Taishan Scholar Special Project Fund,37,2019,http://dx.doi.org/10.1016/j.neucom.2019.01.057
"Yu, HS",Adaptive fuzzy finite-time command filtered tracking control for permanent magnet synchronous motors,National Key Research and Development Plan; Taishan Scholar Special Project Fund,37,2019,http://dx.doi.org/10.1016/j.neucom.2019.01.057
"Lin, C",Adaptive fuzzy finite-time command filtered tracking control for permanent magnet synchronous motors,National Key Research and Development Plan; Taishan Scholar Special Project Fund,37,2019,http://dx.doi.org/10.1016/j.neucom.2019.01.057
"Lin, C",Static output feedback stabilization for fractional-order systems in T-S fuzzy models,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)),50,2016,http://dx.doi.org/10.1016/j.neucom.2016.08.085
"Chen, B",Static output feedback stabilization for fractional-order systems in T-S fuzzy models,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)),50,2016,http://dx.doi.org/10.1016/j.neucom.2016.08.085
"Wang, QG",Static output feedback stabilization for fractional-order systems in T-S fuzzy models,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)),50,2016,http://dx.doi.org/10.1016/j.neucom.2016.08.085
"Winberg, SL",A pilot study of productive versus nonproductive knowledge acquisition in embedded software development,,2,2007,http://dx.doi.org/10.1142/S0218194007003380
"Schach, SR",A pilot study of productive versus nonproductive knowledge acquisition in embedded software development,,2,2007,http://dx.doi.org/10.1142/S0218194007003380
"de Waal, D",Classification of multiple Dirichlet observations under a Multinomial Model,,1,2016,http://dx.doi.org/10.1016/j.chemolab.2015.10.012
"Coetzer, R",Classification of multiple Dirichlet observations under a Multinomial Model,,1,2016,http://dx.doi.org/10.1016/j.chemolab.2015.10.012
